,name,city,state,rating,reviews,city_rank,fee,visit_length,tag
3989,Huffman Prairie Flying Field,Dayton,Ohio,4.5,98,11,No,15 min,Historic Sites
3990,Oregon District,Dayton,Ohio,4.0,177,12,No,15 min,Neighborhoods
3991,RiverScape MetroPark,Dayton,Ohio,4.5,114,13,No,1-2 hours,Nature & Parks
3992,SunWatch Indian Village/Archaeological Park,Dayton,Ohio,4.5,89,14,No,15 min,Historic Sites
3993,Carriage Hill MetroPark,Dayton,Ohio,4.5,78,15,No,1-2 hours,Nature & Parks
3994,Wegerzyn Gardens MetroPark,Dayton,Ohio,4.5,48,16,No,1-2 hours,Gardens
3995,Warped Wing Brewery,Dayton,Ohio,4.5,47,17,No,15 min,Breweries
3996,Victoria Theater,Dayton,Ohio,4.5,79,19,No,15 min,Theaters
3997,2nd Street Market,Dayton,Ohio,4.5,64,20,No,1-2 hours,Flea & Street Markets
3998,Aullwood Audubon Center & Farm,Dayton,Ohio,5.0,43,21,No,1-2 hours,Nature & Wildlife Areas
3999,Antiques Village,Dayton,Ohio,4.5,27,22,No,More than 3 hours,Antique Stores
4000,Dayton Philharmonic Orchestra,Dayton,Ohio,5.0,41,23,No,15 min,Symphonies
4001,Paul Laurence Dunbar House,Dayton,Ohio,4.5,29,24,No,15 min,Specialty Museums
4002,Hollywood Gaming at Dayton Raceway,Dayton,Ohio,3.5,61,25,No,15 min,Casinos & Gambling
4003,The Calvary Cemetery,Dayton,Ohio,5.0,15,26,No,1-2 hours,Cemeteries
4004,Dayton Mall,Dayton,Ohio,3.5,27,27,No,<1 hour,Shopping Malls
4005,Possum Creek MetroPark,Dayton,Ohio,4.5,13,28,No,15 min,Nature & Parks
4006,Dayton Convention Center,Dayton,Ohio,4.0,31,29,No,15 min,Conference & Convention Centers
4007,Learning Tree Farm,Dayton,Ohio,4.5,11,30,No,15 min,Nature & Wildlife Areas
4008,Savannah Historic District,Savannah,Georgia,5.0,9915,1,No,15 min,Historic Walking Areas
4009,Cathedral of St. John the Baptist,Savannah,Georgia,5.0,6053,2,No,<1 hour,Sacred & Religious Sites
4010,Forsyth Park,Savannah,Georgia,4.5,5437,3,No,<1 hour,Nature & Parks
4011,Bonaventure Cemetery,Savannah,Georgia,4.5,4606,4,No,1-2 hours,Cemeteries
4012,Mickve Israel Temple,Savannah,Georgia,5.0,740,6,No,<1 hour,Architectural Buildings
4013,Pin Point Heritage Museum,Savannah,Georgia,5.0,310,8,No,1-2 hours,History Museums
4014,Olde Pink House,Savannah,Georgia,4.5,1931,9,No,15 min,Historic Sites
4015,First African Baptist Church,Savannah,Georgia,4.5,636,10,Yes,<1 hour,Sacred & Religious Sites
4016,River Street Savannah,Savannah,Georgia,4.5,4766,11,No,15 min,Points of Interest & Landmarks
4017,Juliette Gordon Low's Birthplace,Savannah,Georgia,4.5,1287,13,Yes,1-2 hours,Historic Sites
4018,Owens-Thomas House,Savannah,Georgia,4.5,1387,14,No,1-2 hours,Historic Sites
4019,Old Fort Jackson,Savannah,Georgia,4.5,1003,15,Yes,<1 hour,History Museums
4020,Colonial Park Cemetery,Savannah,Georgia,4.5,1282,16,No,<1 hour,Cemeteries
4021,Oatland Island Wildlife Center,Savannah,Georgia,4.5,461,18,Yes,More than 3 hours,Nature & Wildlife Areas
4022,Skidaway Island State Park,Savannah,Georgia,4.5,415,19,Yes,2-3 hours,State Parks
4023,Lafayette Square,Savannah,Georgia,4.5,210,20,No,15 min,Points of Interest & Landmarks
4024,Wormsloe Historic Site,Savannah,Georgia,4.5,967,21,Yes,2-3 hours,Historic Sites
4025,Davenport House Museum,Savannah,Georgia,4.5,460,22,No,15 min,History Museums
4026,Ships of the Sea Maritime Museum,Savannah,Georgia,4.5,527,23,Yes,1-2 hours,Specialty Museums
4027,Chippewa Square,Savannah,Georgia,4.5,274,25,No,15 min,Points of Interest & Landmarks
4028,City Market,Savannah,Georgia,4.0,1522,26,No,15 min,Historic Walking Areas
4029,Mercer Williams House Museum,Savannah,Georgia,4.0,851,27,Yes,1-2 hours,Historic Sites
4030,Georgia State Railroad Museum,Savannah,Georgia,4.5,497,30,No,15 min,Specialty Museums
4031,Liberty Park and Marina,Clarksville,Tennessee,4.5,131,1,No,15 min,Marinas
4032,McGregor Park Riverwalk,Clarksville,Tennessee,4.5,76,2,No,15 min,Nature & Parks
4033,Dunbar Cave,Clarksville,Tennessee,4.0,185,3,No,15 min,Caverns & Caves
4034,Fort Defiance Civil War Park & Interpretive Center,Clarksville,Tennessee,4.5,83,4,No,15 min,Points of Interest & Landmarks
4035,Customs House Museum and Cultural Center,Clarksville,Tennessee,4.0,61,6,No,15 min,Specialty Museums
4036,Cheddar's,Clarksville,Tennessee,4.5,33,8,No,15 min,Other Food & Drink
4037,Miss Lucille's,Clarksville,Tennessee,4.5,24,9,No,15 min,Antique Stores
4038,Roxy Regional Theatre,Clarksville,Tennessee,4.5,34,10,No,15 min,Theaters
4039,Swirlz Art Studio,Clarksville,Tennessee,4.5,27,11,No,15 min,Art Galleries
4040,Downtown Artists Co-op,Clarksville,Tennessee,4.5,7,12,No,<1 hour,Art Galleries
4041,Old Glory Distilling Co.,Clarksville,Tennessee,4.0,1,16,No,1-2 hours,Distilleries
4042,Clarksville Visitor Centre,Clarksville,Tennessee,4.0,1,17,No,15 min,Visitor Centers
4043,Disney California Adventure Park,Orange,California,4.5,11009,1,No,More than 3 hours,Theme Parks
4044,Disneyland Park,Orange,California,4.5,20755,2,Yes,More than 3 hours,Theme Parks
4045,Heisler Park,Orange,California,5.0,884,1,No,15 min,Nature & Parks
4046,Mission San Juan Capistrano,Orange,California,4.5,1093,1,No,15 min,Specialty Museums
4047,Balboa Island Ferry,Orange,California,4.5,1297,1,No,15 min,Ferries
4048,Pageant of the Masters,Orange,California,4.5,631,2,No,More than 3 hours,Points of Interest & Landmarks
4049,Crystal Cove State Park,Orange,California,4.5,875,3,No,15 min,Beaches
4050,Downtown Disney,Orange,California,4.5,6690,4,No,15 min,Disney Parks & Activities
4051,Huntington Beach Pier,Orange,California,4.5,1557,1,No,15 min,Points of Interest & Landmarks
4052,Newport Beach,Orange,California,4.5,975,2,No,15 min,Beaches
4053,San Clemente Pier,Orange,California,4.5,774,1,No,15 min,Piers & Boardwalks
4054,Huntington Dog Beach,Orange,California,4.5,507,2,No,15 min,Beaches
4055,Dana Point Harbor,Orange,California,4.5,742,1,No,15 min,Piers & Boardwalks
4056,San Clemente Coastal Trail,Orange,California,4.5,271,2,No,15 min,Hiking Trails
4057,Balboa Island,Orange,California,4.5,990,3,No,15 min,Islands
4058,Angel Stadium of Anaheim,Orange,California,4.5,1221,5,No,15 min,Arenas & Stadiums
4059,Irvine Spectrum Center,Orange,California,4.5,821,1,No,More than 3 hours,Shopping Malls
4060,Knott's Berry Farm,Orange,California,4.0,3275,1,No,More than 3 hours,Theme Parks
4061,Fashion Island,Orange,California,4.5,418,4,No,2-3 hours,Shopping Malls
4062,Anaheim Packing District,Orange,California,4.5,303,6,No,15 min,Points of Interest & Landmarks
4063,Richard Nixon Presidential Library and Museum,Orange,California,4.5,545,1,No,2-3 hours,Historic Sites
4064,Downtown Huntington Beach,Orange,California,4.5,480,3,No,15 min,Neighborhoods
4065,Seal Beach,Orange,California,4.5,200,1,No,15 min,Beaches
4066,South Coast Plaza,Orange,California,4.5,392,1,No,15 min,Shopping Malls
4067,Laguna Beach Trolley,Orange,California,4.5,225,4,No,More than 3 hours,Mass Transportation Systems
4068,Main Beach,Orange,California,4.5,394,5,No,15 min,Piers & Boardwalks
4069,Paint the Night,Orange,California,5.0,131,7,No,<1 hour,Disney Parks & Activities
4070,Salt Creek Beach,Orange,California,4.5,225,2,No,15 min,Beaches
4071,Anaheim Convention Center,Orange,California,4.5,735,8,No,15 min,Conference & Convention Centers
4072,Huntington Beach State Park,Orange,California,4.5,260,4,No,15 min,State Parks
4073,Norton Simon Museum,Pasadena,California,5.0,909,1,No,15 min,Art Museums
4074,The Gamble House,Pasadena,California,4.5,403,2,No,15 min,Architectural Buildings
4075,Old Pasadena,Pasadena,California,4.5,533,3,No,15 min,Historic Walking Areas
4076,City of Pasadena City Hall,Pasadena,California,4.5,151,4,No,15 min,Points of Interest & Landmarks
4077,Rose Parade,Pasadena,California,5.0,55,5,No,15 min,Cultural Events
4078,Colorado Boulevard,Pasadena,California,4.5,194,6,No,15 min,Scenic Drives
4079,Rose Bowl Stadium,Pasadena,California,4.0,487,7,No,15 min,Sports Complexes
4080,Jet Propulsion Laboratory,Pasadena,California,4.5,109,8,No,15 min,Science Museums
4081,California Institute of Technology,Pasadena,California,4.5,99,9,No,1-2 hours,Educational sites
4082,Eaton Canyon,Pasadena,California,4.5,113,10,No,15 min,Canyons
4083,Kidspace Children's Museum,Pasadena,California,4.5,116,11,No,15 min,Children's Museums
4084,Pasadena Playhouse,Pasadena,California,4.5,93,12,No,15 min,Theaters
4085,Pacific Asia Museum,Pasadena,California,4.0,86,13,No,15 min,Art Museums
4086,Pasadena Convention Center,Pasadena,California,4.5,62,14,No,15 min,Conference & Convention Centers
4087,Arlington Garden,Pasadena,California,4.5,53,15,No,More than 3 hours,Gardens
4088,Eaton Canyon Natural Area,Pasadena,California,4.5,53,16,No,15 min,Historic Sites
4089,Pasadena Museum of California Art (PMCA),Pasadena,California,4.5,54,17,No,15 min,Specialty Museums
4090,Colorado Street Bridge,Pasadena,California,4.5,15,18,No,15 min,Bridges
4091,Pasadena Ice Skating Center,Pasadena,California,4.0,35,19,No,15 min,Arenas & Stadiums
4092,Wrigley Gardens,Pasadena,California,4.5,22,20,No,15 min,Gardens
4093,Central Park,Pasadena,California,3.5,36,21,No,15 min,Nature & Parks
4094,A Noise Within Theatre,Pasadena,California,4.5,18,22,No,15 min,Theaters
4095,Pasadena Museum of History,Pasadena,California,4.0,26,23,No,15 min,Specialty Museums
4096,Pasadena Antique Mall,Pasadena,California,4.0,16,25,No,15 min,Antique Stores
4097,Pasadena City College Flea Market,Pasadena,California,4.5,16,26,No,15 min,Flea & Street Markets
4098,Rose Bowl Aquatics Center,Pasadena,California,4.5,9,27,No,15 min,Sports Complexes
4099,Lake Avenue,Pasadena,California,4.0,13,28,No,15 min,Points of Interest & Landmarks
4100,Henninger Flats Campground,Pasadena,California,5.0,9,29,No,15 min,Nature & Wildlife Areas
4101,Robinson Memorial,Pasadena,California,5.0,6,30,No,<1 hour,Monuments & Statues
4102,Fullerton Arboretum,Fullerton,California,4.5,148,1,No,15 min,Gardens
4103,Laguna Lake Park,Fullerton,California,4.0,28,3,No,15 min,Playgrounds
4104,Muckenthaler Art and Cultural Center,Fullerton,California,4.5,19,4,No,15 min,Points of Interest & Landmarks
4105,AMC Fullerton 20,Fullerton,California,4.0,20,5,No,2-3 hours,Theaters
4106,Maverick Theater,Fullerton,California,5.0,11,6,No,15 min,Theaters
4107,Fullerton Museum Center,Fullerton,California,4.0,9,7,No,<1 hour,Specialty Museums
4108,STAGEStheatre,Fullerton,California,5.0,8,8,No,15 min,Theaters
4109,Bootlegger's Brewery,Fullerton,California,4.0,8,9,No,15 min,Breweries
4110,Clayes Performing Arts Centre,Fullerton,California,5.0,7,10,No,15 min,Theaters
4111,Great Escape of Central Texas,Killeen,Texas,5.0,75,1,No,15 min,Room Escape Games
4112,Stillhouse Wine Room,Killeen,Texas,4.5,31,2,No,1-2 hours,Bars & Clubs
4113,The Lions Club Aquatics Park,Killeen,Texas,4.0,38,3,No,15 min,Water Parks
4114,Stonetree Golf Club,Killeen,Texas,4.0,14,4,No,15 min,Golf Courses
4115,Jokers IceHouse Bar & Grill,Killeen,Texas,4.5,12,5,No,15 min,Bars & Clubs
4116,Vive Les Arts Theatre,Killeen,Texas,4.5,6,6,No,15 min,Theaters
4117,The Park @ MTM,Killeen,Texas,4.0,7,7,No,2-3 hours,Lessons & Workshops
4118,Texas,Killeen,Texas,4.0,8,8,No,15 min,Other Fun & Games
4119,Tyku Wine Bar and Lounge,Killeen,Texas,3.5,8,9,No,15 min,Bars & Clubs
4120,Killeen Bowlerama,Killeen,Texas,5.0,4,10,No,2-3 hours,Bowling Alleys
4121,Ironclad Bodywork,Killeen,Texas,5.0,2,11,No,1-2 hours,Spas & Wellness
4122,Revive Med and Spa Wellness Center,Killeen,Texas,5.0,2,12,No,15 min,Spas & Wellness
4123,BEAT,Killeen,Texas,5.0,1,13,No,15 min,Bars & Clubs
4124,Why Soo Serious,Killeen,Texas,5.0,1,14,No,15 min,Performances
4125,G & B billiard,Killeen,Texas,3.0,1,15,No,15 min,Bars & Clubs
4126,Dr Pepper Ballpark,Frisco,Texas,4.5,238,1,No,15 min,Arenas & Stadiums
4127,FC Dallas Stadium,Frisco,Texas,4.5,136,3,No,15 min,Arenas & Stadiums
4128,Frisco Commons Park,Frisco,Texas,4.5,50,4,No,15 min,Nature & Parks
4129,Stonebriar Community Church,Frisco,Texas,4.5,58,5,No,15 min,Churches & Cathedrals
4130,Stonebriar Centre,Frisco,Texas,4.5,34,6,No,1-2 hours,Shopping Malls
4131,National Videogame Museum,Frisco,Texas,4.5,26,7,No,1-2 hours,Specialty Museums
4132,Pole Position Raceway,Frisco,Texas,4.0,58,9,No,15 min,Auto Race Tracks
4133,Frisco Soccer Complex,Frisco,Texas,4.5,36,10,No,15 min,Arenas & Stadiums
4134,Frisco Heritage Museum,Frisco,Texas,4.5,31,11,No,1-2 hours,History Museums
4135,Texas Sculpture Garden,Frisco,Texas,4.5,25,13,No,<1 hour,Gardens
4136,The Star,Frisco,Texas,4.5,15,14,No,1-2 hours,Arenas & Stadiums
4137,Frisco Discovery Center,Frisco,Texas,4.0,18,15,No,15 min,Points of Interest & Landmarks
4138,The Museum of the American Railroad,Frisco,Texas,3.5,36,16,No,15 min,Specialty Museums
4139,Hanuman Temple,Frisco,Texas,5.0,8,17,No,15 min,Points of Interest & Landmarks
4140,Sci-Tech Discovery Center,Frisco,Texas,3.5,15,21,No,15 min,Children's Museums
4141,Shops at Starwood,Frisco,Texas,4.0,1,24,No,15 min,Shopping Malls
4142,Fort Monroe's Casemate Museum,Hampton,Virginia,4.5,340,1,No,15 min,History Museums
4143,Virginia Air & Space Center,Hampton,Virginia,4.0,345,2,No,15 min,Science Museums
4144,Buckroe Beach and Park,Hampton,Virginia,4.0,274,3,No,15 min,Beaches
4145,Fort Monroe National Monument,Hampton,Virginia,4.5,99,4,No,2-3 hours,Monuments & Statues
4146,Bluebird Gap Farm,Hampton,Virginia,4.5,99,5,No,15 min,Farms
4147,Sandy Bottom Nature Park,Hampton,Virginia,4.5,79,6,No,15 min,Nature & Parks
4148,Hampton Coliseum,Hampton,Virginia,4.0,93,7,No,15 min,Arenas & Stadiums
4149,Hampton University,Hampton,Virginia,4.5,45,8,No,15 min,Educational sites
4150,Hampton Roads Convention Center,Hampton,Virginia,4.5,33,9,No,15 min,Conference & Convention Centers
4151,Air Power Park,Hampton,Virginia,4.0,54,10,No,15 min,Specialty Museums
4152,Hampton History Museum,Hampton,Virginia,4.0,43,11,No,15 min,History Museums
4153,Hampton University Museum,Hampton,Virginia,4.5,22,13,No,15 min,Specialty Museums
4154,St. George Brewing Company,Hampton,Virginia,3.5,11,16,No,1-2 hours,Breweries
4155,Hampton City Hall,Hampton,Virginia,3.0,11,17,No,15 min,Architectural Buildings
4156,The American Theatre,Hampton,Virginia,5.0,1,18,No,1-2 hours,Theaters
4157,Grandview Nature Preserve,Hampton,Virginia,3.5,3,19,No,15 min,Nature & Wildlife Areas
4158,Quinta Mazatlan,McAllen,Texas,4.5,142,1,No,15 min,Historic Sites
4159,McAllen Public Library,McAllen,Texas,4.5,95,2,No,15 min,Libraries
4160,McAllen Convention Center,McAllen,Texas,4.5,79,3,No,15 min,Conference & Convention Centers
4161,La Plaza Mall,McAllen,Texas,4.0,81,4,No,2-3 hours,Shopping Malls
4162,International Museum of Art & Science (IMAS),McAllen,Texas,4.0,39,5,No,15 min,Art Museums
4163,Fireman's Park,McAllen,Texas,4.0,20,6,No,15 min,Nature & Parks
4164,17th Street Entertainment District,McAllen,Texas,4.0,21,7,No,15 min,Neighborhoods
4165,South Texas College,McAllen,Texas,5.0,13,8,No,15 min,Educational sites
4166,McAllen Nature Center,McAllen,Texas,4.0,15,9,No,15 min,Nature & Wildlife Areas
4167,Klement's Grove,McAllen,Texas,4.5,16,10,No,<1 hour,Farms
4168,Nuevo Santadar Gallery,McAllen,Texas,5.0,6,11,No,15 min,Art Galleries
4169,The McAllen Heritage Center,McAllen,Texas,4.5,7,12,No,15 min,History Museums
4170,McAllen's New Park & Spray Ground,McAllen,Texas,4.5,6,13,No,15 min,Nature & Parks
4171,The McAllen Visitors Bureau,McAllen,Texas,5.0,1,15,No,1-2 hours,Visitor Centers
4172,Mcallen Farmers Market,McAllen,Texas,5.0,1,16,No,15 min,Flea & Street Markets
4173,Douglas Clark Sculpture Studio,McAllen,Texas,1.0,1,23,No,15 min,Art Galleries
4174,Breakout,Warren,Michigan,5.0,35,1,No,15 min,Room Escape Games
4175,Warren Community Centre Indoor Waterpark,Warren,Michigan,4.0,49,2,No,15 min,Water Parks
4176,Dragonmead Microbrewery,Warren,Michigan,4.5,12,3,No,15 min,Bars & Clubs
4177,Malones Tavern,Warren,Michigan,4.0,8,4,No,15 min,Bars & Clubs
4178,Metro Bar and Grill,Warren,Michigan,5.0,2,5,No,15 min,Bars & Clubs
4179,Fred's Unique Furniture & Antiques,Warren,Michigan,4.5,2,6,No,1-2 hours,Antique Stores
4180,Our Lady of Redemption Melkite Catholic Church,Warren,Michigan,5.0,1,7,No,1-2 hours,Churches & Cathedrals
4181,Eastpointe,Warren,Michigan,5.0,1,8,No,15 min,Other Fun & Games
4182,Tipsy McStaggers,Warren,Michigan,3.0,3,9,No,15 min,Bars & Clubs
4183,Bellevue Botanical Garden,Bellevue,Washington,4.5,447,1,No,1-2 hours,Gardens
4184,Downtown Park,Bellevue,Washington,4.5,293,2,No,15 min,Nature & Parks
4185,Bellevue Square,Bellevue,Washington,4.5,218,3,No,15 min,Shopping Malls
4186,Bellevue Arts Museum (BAM),Bellevue,Washington,4.0,135,4,No,15 min,Art Museums
4187,Mercer Slough Nature Park,Bellevue,Washington,4.5,73,5,No,15 min,Nature & Wildlife Areas
4188,Meydenbauer Beach Park,Bellevue,Washington,4.5,71,6,No,15 min,Nature & Parks
4189,Kelsey Creek Park & Farm,Bellevue,Washington,4.5,64,7,No,15 min,Nature & Parks
4190,Meydenbauer Center,Bellevue,Washington,4.0,46,8,No,15 min,Conference & Convention Centers
4191,KidsQuest Children's Museum,Bellevue,Washington,4.0,44,9,No,15 min,Children's Museums
4192,Newcastle Beach Park,Bellevue,Washington,4.0,40,10,No,15 min,Nature & Parks
4193,Crossroads Park,Bellevue,Washington,4.0,18,12,No,2-3 hours,Nature & Parks
4194,The Shops at the Bravern,Bellevue,Washington,4.0,22,13,No,15 min,Shopping Malls
4195,Chism Beach Park,Bellevue,Washington,4.5,17,14,No,15 min,Nature & Parks
4196,Wilburton Hill Park,Bellevue,Washington,4.5,12,15,No,15 min,Nature & Parks
4197,Vasa Park Resort,Bellevue,Washington,3.5,15,16,No,15 min,Nature & Parks
4198,Hidden Valley Sports Park,Bellevue,Washington,4.5,6,17,No,15 min,Arenas & Stadiums
4199,Robinswood Tennis Center,Bellevue,Washington,5.0,2,20,No,15 min,Sports Complexes
4200,Lakemont Highlands Neighborhood Park,Bellevue,Washington,3.5,3,22,No,15 min,Nature & Parks
4201,Enatai Beach Park,Bellevue,Washington,5.0,1,24,No,2-3 hours,Nature & Parks
4202,Timeless Elegance,Bellevue,Washington,5.0,1,25,No,15 min,Antique Stores
4203,Marketplace at Factoria,Bellevue,Washington,3.5,2,26,No,15 min,Shopping Malls
4204,Hale Centre Theatre,West Valley City,Utah,5.0,78,1,No,15 min,Theaters
4205,Maverik Center,West Valley City,Utah,4.5,36,2,No,15 min,Arenas & Stadiums
4206,Megaplex Theatres,West Valley City,Utah,5.0,13,3,No,1-2 hours,Movie Theaters
4207,Wiseguys,West Valley City,Utah,4.5,8,4,No,15 min,Bars & Clubs
4208,Rocky Mountain Raceways,West Valley City,Utah,4.5,6,5,No,2-3 hours,Auto Race Tracks
4209,Scales and Tails Utah,West Valley City,Utah,4.5,6,6,No,1-2 hours,Other Zoos & Aquariums
4210,Utah Cultural Celebration Center,West Valley City,Utah,5.0,4,7,No,1-2 hours,Conference & Convention Centers
4211,Fairbourne Station,West Valley City,Utah,5.0,1,8,No,1-2 hours,Scenic Walking Areas
4212,Lonestar Saloon,West Valley City,Utah,3.5,3,9,No,15 min,Bars & Clubs
4213,Valley Fair Mall,West Valley City,Utah,3.0,1,10,No,15 min,Shopping Malls
4214,Bout Time Pub and Grub Maverik Center,West Valley City,Utah,2.5,7,11,No,15 min,Bars & Clubs
4215,Riverbanks Zoo and Botanical Garden,Columbia,South Carolina,4.5,2034,1,No,More than 3 hours,Gardens
4216,South Carolina State House,Columbia,South Carolina,4.5,405,2,No,1-2 hours,Architectural Buildings
4217,University of South Carolina,Columbia,South Carolina,4.5,325,3,No,15 min,Educational sites
4218,South Carolina State Museum,Columbia,South Carolina,4.5,449,4,No,15 min,Specialty Museums
4219,Columbia Canal and Riverfront Park,Columbia,South Carolina,4.5,260,6,No,15 min,Nature & Parks
4220,EdVenture Children's Museum,Columbia,South Carolina,4.0,305,7,No,15 min,Children's Museums
4221,Saluda Shoals Park,Columbia,South Carolina,4.5,165,8,No,15 min,Nature & Wildlife Areas
4222,Columbia Museum of Art,Columbia,South Carolina,4.5,184,9,No,15 min,Art Museums
4223,Williams-Brice Stadium,Columbia,South Carolina,4.5,162,10,No,15 min,Arenas & Stadiums
4224,Colonial Life Arena,Columbia,South Carolina,4.0,125,11,No,15 min,Arenas & Stadiums
4225,South Carolina Confederate Relic Room and Military Museum,Columbia,South Carolina,4.5,74,13,No,15 min,History Museums
4226,South Carolina Military Museum,Columbia,South Carolina,5.0,48,14,No,15 min,Military Museums
4227,Tunnel Vision Mural,Columbia,South Carolina,4.0,69,15,No,<1 hour,Points of Interest & Landmarks
4228,Founders Park,Columbia,South Carolina,5.0,40,16,No,More than 3 hours,Arenas & Stadiums
4229,Spirit Communications Park,Columbia,South Carolina,4.5,33,17,No,More than 3 hours,Sports Complexes
4230,Harbison State Forest,Columbia,South Carolina,4.5,66,18,No,15 min,Forests
