,google_time_spent_txt,type,name,city,state,coord0,coord1,poi_rank,img_url
190,1.5 hours,Feature,Reunion Tower,Dallas,Texas,-96.8089606957,32.7753433913,18,http://mw2.google.com/mw-panoramio/photos/small/10518826.jpg
191,,Feature,Thanksgiving Square,Dallas,Texas,-96.7983899565,32.7827973045,19,http://mw2.google.com/mw-panoramio/photos/small/29208303.jpg
192,,Feature,Cotton Bowl,Dallas,Texas,-96.7605606364,32.7788446595,20,http://mw2.google.com/mw-panoramio/photos/small/71083597.jpg
193,,Feature,Tulips,Dallas,Texas,-96.7171954394,32.8224807935,21,http://mw2.google.com/mw-panoramio/photos/small/87434009.jpg
194,2.5 hours,Feature,Winchester Mystery House,San Jose,California,-121.950721458,37.3183284963,1,http://mw2.google.com/mw-panoramio/photos/small/62602475.jpg
195,,Feature,Yahoo!,San Jose,California,-122.02540734,37.4179087387,2,http://mw2.google.com/mw-panoramio/photos/small/47494571.jpg
196,1-3 hours,Feature,Santana Row,San Jose,California,-121.947931612,37.3205583295,3,http://mw2.google.com/mw-panoramio/photos/small/17214810.jpg
197,,Feature,Alviso,San Jose,California,-121.979880773,37.43026785,4,http://mw2.google.com/mw-panoramio/photos/small/10365389.jpg
198,,Feature,1 Infinite Loop,San Jose,California,-122.030732873,37.331710779,5,http://mw2.google.com/mw-panoramio/photos/small/1181732.jpg
199,,Feature,San Jose City Hall,San Jose,California,-121.886128432,37.3378510991,6,http://mw2.google.com/mw-panoramio/photos/small/62557837.jpg
200,,Feature,Apple HQ,San Jose,California,-122.03071091,37.3316513168,7,http://mw2.google.com/mw-panoramio/photos/small/101327979.jpg
201,,Feature,Cathedral Basilica of St. Joseph,San Jose,California,-121.890700735,37.3339609312,8,http://mw2.google.com/mw-panoramio/photos/small/74282994.jpg
202,,Feature,San Jose State University,San Jose,California,-121.882090846,37.3354897202,9,http://mw2.google.com/mw-panoramio/photos/small/36023799.jpg
203,,Feature,Mission Santa Clara de Asis,San Jose,California,-121.94128407,37.3493293911,10,http://mw2.google.com/mw-panoramio/photos/small/87961627.jpg
204,,Feature,Levi's Stadium,San Jose,California,-121.970255421,37.4035534809,11,https://farm4.staticflickr.com/3852/14918305151_f0bb9ec8cf_q.jpg
205,,Feature,The Company Store,San Jose,California,-122.03063468,37.3315908201,12,http://mw2.google.com/mw-panoramio/photos/small/106607062.jpg
206,,Feature,San Jose,San Jose,California,-121.949508179,37.3199907151,13,http://mw2.google.com/mw-panoramio/photos/small/20857960.jpg
207,3.5 hours,Feature,The Tech Museum of Innovation,San Jose,California,-121.890126553,37.3315861317,14,http://mw2.google.com/mw-panoramio/photos/small/97495458.jpg
208,,Feature,Campbell,San Jose,California,-121.944233843,37.286954753,15,http://mw2.google.com/mw-panoramio/photos/small/102474502.jpg
209,,Feature,Manresa,San Jose,California,-121.980996717,37.2274619664,16,http://mw2.google.com/mw-panoramio/photos/small/16361137.jpg
210,,Feature,Door to Nowhere,San Jose,California,-121.950855706,37.3183145883,17,http://mw2.google.com/mw-panoramio/photos/small/10866205.jpg
211,2 hours,Feature,San Jose Museum of Art,San Jose,California,-121.889986726,37.3334789296,18,http://mw2.google.com/mw-panoramio/photos/small/57926256.jpg
212,,Feature,Mt Hamilton,San Jose,California,-121.643065686,37.341638451,19,http://mw2.google.com/mw-panoramio/photos/small/32292685.jpg
213,1 hour,Feature,Lick Observatory,San Jose,California,-121.643095267,37.3415874584,20,http://mw2.google.com/mw-panoramio/photos/small/105442773.jpg
214,1.5 hours,Feature,Alum Rock Park,San Jose,California,-121.797464189,37.3972904336,21,http://mw2.google.com/mw-panoramio/photos/small/19247975.jpg
215,1.5 hours,Feature,Texas State Capitol,Austin,Texas,-97.7404216196,30.2745881057,1,http://mw2.google.com/mw-panoramio/photos/small/17214346.jpg
216,,Feature,SXSW,Austin,Texas,-97.7393459259,30.2653790146,2,https://farm9.staticflickr.com/8674/16237219524_348f9088c9_q.jpg
217,,Feature,The Driskill,Austin,Texas,-97.7415565576,30.2680007823,3,http://mw2.google.com/mw-panoramio/photos/small/5018743.jpg
218,20 min to 1.5 hr,Feature,Barton Springs,Austin,Texas,-97.7703734582,30.263891019,4,http://mw2.google.com/mw-panoramio/photos/small/7992835.jpg
219,,Feature,Austin,Austin,Texas,-97.7499185525,30.2491153889,5,http://mw2.google.com/mw-panoramio/photos/small/62510474.jpg
220,,Feature,Downtown Austin,Austin,Texas,-97.7442854041,30.2642653338,6,http://mw2.google.com/mw-panoramio/photos/small/63523047.jpg
221,,Feature,UT Tower,Austin,Texas,-97.7394321333,30.28593817,7,http://mw2.google.com/mw-panoramio/photos/small/6953757.jpg
222,,Feature,Lamar Bridge,Austin,Texas,-97.7563121216,30.2654796815,8,http://mw2.google.com/mw-panoramio/photos/small/73184053.jpg
223,45 min to 3 hr,Feature,Stubb's,Austin,Texas,-97.7362074477,30.2684849251,9,https://farm6.staticflickr.com/5100/5510452941_c6950a8dc6_q.jpg
224,,Feature,Town Lake,Austin,Texas,-97.7492824872,30.2631523656,10,http://mw2.google.com/mw-panoramio/photos/small/2114765.jpg
225,,Feature,Austin City Hall,Austin,Texas,-97.7473920375,30.2645161457,11,http://mw2.google.com/mw-panoramio/photos/small/6523494.jpg
226,,Feature,6th Street,Austin,Texas,-97.7399776097,30.2673035508,12,http://mw2.google.com/mw-panoramio/photos/small/703199.jpg
227,,Feature,Austin Convention Center,Austin,Texas,-97.7394686176,30.2642192547,13,http://mw2.google.com/mw-panoramio/photos/small/104847480.jpg
228,,Feature,University of Texas,Austin,Texas,-97.7394465176,30.2857213257,14,http://mw2.google.com/mw-panoramio/photos/small/51075197.jpg
229,,Feature,Pennybacker Bridge,Austin,Texas,-97.7966697187,30.3512391459,15,http://mw2.google.com/mw-panoramio/photos/small/74503578.jpg
230,,Feature,Sunset at the Oasis,Austin,Texas,-97.8746949251,30.4055291306,16,http://mw2.google.com/mw-panoramio/photos/small/38951564.jpg
231,,Feature,Emo's,Austin,Texas,-97.7369376398,30.2666912419,17,https://farm3.staticflickr.com/2380/5795974273_6f24fe15f4_q.jpg
232,1 hour,Feature,Zilker Botanical Garden,Austin,Texas,-97.7715892556,30.2689622982,18,http://mw2.google.com/mw-panoramio/photos/small/88258526.jpg
233,,Feature,Frank,Austin,Texas,-97.7443478448,30.2669294655,19,https://farm6.staticflickr.com/5098/5523119323_bba2d75b99_q.jpg
234,,Feature,Bull Creek,Austin,Texas,-97.7852415345,30.3690051409,20,http://mw2.google.com/mw-panoramio/photos/small/24044019.jpg
235,,Feature,Hotel San Jose,Austin,Texas,-97.7495510536,30.2505075359,21,http://mw2.google.com/mw-panoramio/photos/small/57358043.jpg
236,15 min,Feature,Indianapolis Zoo,Indianapolis,Indiana,-86.1783524417,39.7670729901,1,http://mw2.google.com/mw-panoramio/photos/small/66161585.jpg
237,,Feature,Lucas Oil Stadium,Indianapolis,Indiana,-86.1631500781,39.760752031,2,http://mw2.google.com/mw-panoramio/photos/small/75898099.jpg
238,,Feature,Monument Circle,Indianapolis,Indiana,-86.157984296,39.7684247202,3,http://mw2.google.com/mw-panoramio/photos/small/83587313.jpg
239,45 min,Feature,Soldiers and Sailors Monument,Indianapolis,Indiana,-86.1580492778,39.7685339306,4,http://mw2.google.com/mw-panoramio/photos/small/69560710.jpg
240,,Feature,Indiana State Capitol,Indianapolis,Indiana,-86.162083053,39.7686745684,5,http://mw2.google.com/mw-panoramio/photos/small/30153007.jpg
241,,Feature,Union Station,Indianapolis,Indiana,-86.1596934149,39.7633235854,6,http://mw2.google.com/mw-panoramio/photos/small/76193326.jpg
242,,Feature,Canal,Indianapolis,Indiana,-86.1684969775,39.7694282576,7,http://mw2.google.com/mw-panoramio/photos/small/38121992.jpg
243,,Feature,Scottish Rite Cathedral,Indianapolis,Indiana,-86.1579493684,39.7760028722,8,http://mw2.google.com/mw-panoramio/photos/small/13040039.jpg
244,,Feature,Downtown Indy,Indianapolis,Indiana,-86.1572700263,39.7678061855,9,http://mw2.google.com/mw-panoramio/photos/small/18816242.jpg
245,,Feature,Giraffe,Indianapolis,Indiana,-86.1808891176,39.7676221241,10,http://mw2.google.com/mw-panoramio/photos/small/69446815.jpg
246,,Feature,Conseco Fieldhouse,Indianapolis,Indiana,-86.1555178125,39.7640593751,11,http://mw2.google.com/mw-panoramio/photos/small/84644750.jpg
247,3 hours,Feature,Indianapolis Museum of Art,Indianapolis,Indiana,-86.1851070937,39.8257001941,12,http://mw2.google.com/mw-panoramio/photos/small/12118088.jpg
248,,Feature,RCA Dome,Indianapolis,Indiana,-86.1625717656,39.7642318145,13,http://mw2.google.com/mw-panoramio/photos/small/7110033.jpg
249,,Feature,JW Marriott,Indianapolis,Indiana,-86.1675287143,39.7670125767,14,http://mw2.google.com/mw-panoramio/photos/small/76198760.jpg
250,,Feature,Indiana Statehouse,Indianapolis,Indiana,-86.1626502786,39.7686659751,15,http://mw2.google.com/mw-panoramio/photos/small/58398258.jpg
251,,Feature,Victory Field,Indianapolis,Indiana,-86.1685454643,39.7646613218,16,http://mw2.google.com/mw-panoramio/photos/small/93871130.jpg
252,,Feature,Chase Tower,Indianapolis,Indiana,-86.1579430231,39.7691711424,17,http://mw2.google.com/mw-panoramio/photos/small/69560773.jpg
253,,Feature,Broad Ripple,Indianapolis,Indiana,-86.1426799808,39.870965597,18,http://mw2.google.com/mw-panoramio/photos/small/2919306.jpg
254,,Feature,Yard of Bricks,Indianapolis,Indiana,-86.2387274167,39.7931275001,19,http://mw2.google.com/mw-panoramio/photos/small/34627920.jpg
255,,Feature,Indiana Repertory Theatre,Indianapolis,Indiana,-86.16114195,39.7672276084,20,http://mw2.google.com/mw-panoramio/photos/small/47891214.jpg
256,,Feature,Butler University,Indianapolis,Indiana,-86.1697987998,39.8405564248,21,http://mw2.google.com/mw-panoramio/photos/small/29705190.jpg
257,,Feature,Main Street Bridge,Jacksonville,Florida,-81.6586314741,30.3227382162,1,http://mw2.google.com/mw-panoramio/photos/small/93664176.jpg
258,,Feature,Jacksonville,Jacksonville,Florida,-81.6718048846,30.3158028445,2,http://mw2.google.com/mw-panoramio/photos/small/8098729.jpg
259,45 min to 2.5 hr,Feature,Jacksonville Landing,Jacksonville,Florida,-81.6599790261,30.3245537087,3,http://mw2.google.com/mw-panoramio/photos/small/86065482.jpg
260,10-45 min,Feature,Friendship Fountain,Jacksonville,Florida,-81.6597355105,30.3199426317,4,http://mw2.google.com/mw-panoramio/photos/small/79825375.jpg
261,,Feature,Acosta Bridge,Jacksonville,Florida,-81.6626210242,30.3221535422,5,http://mw2.google.com/mw-panoramio/photos/small/72853363.jpg
262,,Feature,Dames Point Bridge,Jacksonville,Florida,-81.5570395159,30.3849515342,6,http://mw2.google.com/mw-panoramio/photos/small/58086427.jpg
263,,Feature,Jax Beach,Jacksonville,Florida,-81.3892481653,30.2932940031,7,http://mw2.google.com/mw-panoramio/photos/small/51791259.jpg
264,25 min,Feature,Treaty Oak,Jacksonville,Florida,-81.6581426038,30.3168760923,8,http://mw2.google.com/mw-panoramio/photos/small/52800094.jpg
265,2 hours,Feature,Jacksonville Zoo,Jacksonville,Florida,-81.6445577765,30.4024805388,9,http://mw2.google.com/mw-panoramio/photos/small/19050912.jpg
266,1 hour,Feature,Kingsley Plantation,Jacksonville,Florida,-81.4378228636,30.4402885607,10,http://mw2.google.com/mw-panoramio/photos/small/48623781.jpg
267,,Feature,Neptune Beach,Jacksonville,Florida,-81.3947472826,30.32371326,11,http://mw2.google.com/mw-panoramio/photos/small/82818306.jpg
268,10 min to 1 hr,Feature,Jacksonville Beach Pier,Jacksonville,Florida,-81.3890914,30.2933016001,12,http://mw2.google.com/mw-panoramio/photos/small/49182185.jpg
269,,Feature,Bald Eagle,Jacksonville,Florida,-81.6440053,30.4043747023,13,
270,1 hour,Feature,Fort Caroline,Jacksonville,Florida,-81.5006645286,30.3868111453,14,http://mw2.google.com/mw-panoramio/photos/small/7232580.jpg
271,,Feature,Giraffe,Jacksonville,Florida,-81.6439924722,30.4042252256,15,https://farm9.staticflickr.com/8449/7924116152_d28c2acdba_q.jpg
272,,Feature,Florida Theatre,Jacksonville,Florida,-81.6555792031,30.3265090438,16,http://mw2.google.com/mw-panoramio/photos/small/86176574.jpg
273,,Feature,Memorial Park,Jacksonville,Florida,-81.67926675,30.3101181875,17,http://mw2.google.com/mw-panoramio/photos/small/49359143.jpg
274,,Feature,University of North Florida,Jacksonville,Florida,-81.5084684286,30.2701139468,18,http://mw2.google.com/mw-panoramio/photos/small/74601544.jpg
275,,Feature,Downtown,Jacksonville,Florida,-81.6589549388,30.3261412804,19,http://mw2.google.com/mw-panoramio/photos/small/13794030.jpg
276,,Feature,Mayport,Jacksonville,Florida,-81.4301837714,30.3951668813,20,http://mw2.google.com/mw-panoramio/photos/small/103146910.jpg
277,,Feature,Atlantic Beach,Jacksonville,Florida,-81.3946141833,30.3258031384,21,http://mw2.google.com/mw-panoramio/photos/small/82807688.jpg
278,,Feature,Golden Gate Bridge,San Francisco,California,-122.476496178,37.8103022383,1,http://mw2.google.com/mw-panoramio/photos/small/24275514.jpg
279,,Feature,Lombard Street,San Francisco,California,-122.418751966,37.8021358887,2,http://mw2.google.com/mw-panoramio/photos/small/14873291.jpg
280,,Feature,Alcatraz,San Francisco,California,-122.422711782,37.82661824,3,http://mw2.google.com/mw-panoramio/photos/small/102593156.jpg
281,45 min,Feature,Coit Tower,San Francisco,California,-122.405910846,37.8026169182,4,http://mw2.google.com/mw-panoramio/photos/small/30965360.jpg
282,,Feature,Union Square,San Francisco,California,-122.407514281,37.7878291297,5,http://mw2.google.com/mw-panoramio/photos/small/31279959.jpg
283,,Feature,San Francisco City Hall,San Francisco,California,-122.41817949,37.7794343804,6,http://mw2.google.com/mw-panoramio/photos/small/85566568.jpg
284,,Feature,Pier 39,San Francisco,California,-122.411173274,37.8107653202,7,http://mw2.google.com/mw-panoramio/photos/small/8181715.jpg
285,,Feature,Chinatown,San Francisco,California,-122.406191509,37.79377158,8,http://mw2.google.com/mw-panoramio/photos/small/4433498.jpg
286,,Feature,Painted Ladies,San Francisco,California,-122.433254353,37.7761105802,9,http://mw2.google.com/mw-panoramio/photos/small/41790372.jpg
287,,Feature,Fisherman's Wharf,San Francisco,California,-122.416000829,37.8084258932,10,http://mw2.google.com/mw-panoramio/photos/small/83832182.jpg
288,,Feature,Ferry Building,San Francisco,California,-122.393711651,37.7953581159,11,http://mw2.google.com/mw-panoramio/photos/small/85837084.jpg
289,,Feature,Palace of Fine Arts,San Francisco,California,-122.448441367,37.802933559,12,http://mw2.google.com/mw-panoramio/photos/small/12568666.jpg
290,,Feature,Embarcadero,San Francisco,California,-122.394242374,37.7947882128,13,http://mw2.google.com/mw-panoramio/photos/small/91806394.jpg
291,,Feature,Bay Bridge,San Francisco,California,-122.390231901,37.7920004234,14,http://mw2.google.com/mw-panoramio/photos/small/27660785.jpg
292,,Feature,AT&T Park,San Francisco,California,-122.389732055,37.7783841171,15,http://mw2.google.com/mw-panoramio/photos/small/82812549.jpg
293,,Feature,Sausalito,San Francisco,California,-122.479003934,37.8543196203,16,http://mw2.google.com/mw-panoramio/photos/small/74278215.jpg
294,,Feature,Transamerica Pyramid,San Francisco,California,-122.402914457,37.7950827713,17,http://mw2.google.com/mw-panoramio/photos/small/24838073.jpg
295,1.5 hours,Feature,Japanese Tea Garden,San Francisco,California,-122.470034259,37.7701607204,18,http://mw2.google.com/mw-panoramio/photos/small/106846564.jpg
296,,Feature,Twin Peaks,San Francisco,California,-122.446570933,37.7548017324,19,http://mw2.google.com/mw-panoramio/photos/small/82412654.jpg
297,45 min,Feature,Sutro Baths,San Francisco,California,-122.513889651,37.7801336976,20,http://mw2.google.com/mw-panoramio/photos/small/75226408.jpg
298,,Feature,Cable Car,San Francisco,California,-122.40803771,37.7864246404,21,http://mw2.google.com/mw-panoramio/photos/small/28394526.jpg
299,3 hours,Feature,Columbus Zoo,Columbus,Ohio,-83.1188153453,40.1565110268,1,http://mw2.google.com/mw-panoramio/photos/small/17400765.jpg
300,,Feature,Ohio Statehouse,Columbus,Ohio,-82.9991319138,39.961370227,2,http://mw2.google.com/mw-panoramio/photos/small/101075318.jpg
301,,Feature,Ohio Stadium,Columbus,Ohio,-83.0196119095,40.0024284441,3,http://mw2.google.com/mw-panoramio/photos/small/4544153.jpg
302,,Feature,Huntington Park,Columbus,Ohio,-83.0107180365,39.9687879021,4,http://mw2.google.com/mw-panoramio/photos/small/100722585.jpg
303,,Feature,Mirror Lake,Columbus,Ohio,-83.01421376,39.9980530602,5,http://mw2.google.com/mw-panoramio/photos/small/63442402.jpg
304,1 hour,Feature,Goodale Park,Columbus,Ohio,-83.0061129227,39.9764890008,6,http://mw2.google.com/mw-panoramio/photos/small/15061435.jpg
305,,Feature,Flamingo,Columbus,Ohio,-83.1196073611,40.157020757,7,http://mw2.google.com/mw-panoramio/photos/small/30449122.jpg
306,,Feature,Nationwide Arena,Columbus,Ohio,-83.0045087467,39.9689364956,8,http://mw2.google.com/mw-panoramio/photos/small/65740036.jpg
307,,Feature,COSI,Columbus,Ohio,-83.006846375,39.959810394,9,http://mw2.google.com/mw-panoramio/photos/small/84138280.jpg
308,,Feature,Columbus Downtown,Columbus,Ohio,-83.004012345,39.9614096784,10,http://mw2.google.com/mw-panoramio/photos/small/76927262.jpg
309,,Feature,Ohio Theatre,Columbus,Ohio,-82.9991377207,39.9602314271,11,http://mw2.google.com/mw-panoramio/photos/small/38758799.jpg
310,4.5 hours,Feature,LeVeque Tower,Columbus,Ohio,-83.0022715147,39.9623357207,12,http://mw2.google.com/mw-panoramio/photos/small/53601774.jpg
311,45 min to 2.5 hr,Feature,Easton Town Center,Columbus,Ohio,-82.91514671,40.0508287999,13,http://mw2.google.com/mw-panoramio/photos/small/106251803.jpg
312,,Feature,The Oval,Columbus,Ohio,-83.012615469,39.9995692754,14,http://mw2.google.com/mw-panoramio/photos/small/106076886.jpg
313,45 min,Feature,Hayden Falls,Columbus,Ohio,-83.110773436,40.0673189509,15,http://mw2.google.com/mw-panoramio/photos/small/107370833.jpg
314,,Feature,Columbus Ohio,Columbus,Ohio,-83.0020549329,39.9601511459,16,http://mw2.google.com/mw-panoramio/photos/small/25960573.jpg
315,,Feature,Penguin,Columbus,Ohio,-83.1197787857,40.1571687923,17,https://farm9.staticflickr.com/8427/7854675646_8bcd39c09a_q.jpg
316,,Feature,Orton Hall,Columbus,Ohio,-83.01206625,39.9984345358,18,http://mw2.google.com/mw-panoramio/photos/small/1528775.jpg
317,,Feature,Main Street Bridge,Columbus,Ohio,-83.00631,39.956037643,19,http://mw2.google.com/mw-panoramio/photos/small/53291612.jpg
318,,Feature,Comfest,Columbus,Ohio,-83.0073586514,39.9748196855,20,
319,,Feature,Southern Theatre,Columbus,Ohio,-82.9989291528,39.9560828751,21,http://mw2.google.com/mw-panoramio/photos/small/105354251.jpg
